,Target,Feature_1,Feature_2,Feature_3,Feature_4,JPG_PATH
1582,0,0.608398,0.248047,0.783203 ,0.492188,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7788.jpeg
1583,0,0.503906,0.477539,0.640625 ,0.556641,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7795.jpeg
1584,0,0.545898,0.466797,0.908203 ,0.664062,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7796.jpeg
1585,0,0.312500,0.176758,0.621094 ,0.349609,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7796.jpeg
1586,1,0.472656,0.499023,0.828125 ,0.904297,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_780.jpeg
1587,1,0.533203,0.548828,0.746094 ,0.871094,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7806.jpeg
1588,1,0.548828,0.473633,0.843750 ,0.505859,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7813.jpeg
1589,1,0.482422,0.496094,0.656250 ,0.449219,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7814.jpeg
1590,1,0.539062,0.502930,0.691406 ,0.517578,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7824.jpeg
1591,0,0.519531,0.206055,0.105469 ,0.099609,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7838.jpeg
1592,0,0.377930,0.255859,0.056641 ,0.042969,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7838.jpeg
1593,0,0.167969,0.216797,0.117188 ,0.121094,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7838.jpeg
1594,0,0.392578,0.045898,0.074219 ,0.044922,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7838.jpeg
1595,0,0.758789,0.075195,0.068359 ,0.064453,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7838.jpeg
1596,0,0.759766,0.367188,0.093750 ,0.207031,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7838.jpeg
1597,0,0.421875,0.512695,0.074219 ,0.052734,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7838.jpeg
1598,0,0.772461,0.592773,0.052734 ,0.072266,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7838.jpeg
1599,0,0.477539,0.714844,0.064453 ,0.066406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7838.jpeg
1600,0,0.483398,0.828125,0.080078 ,0.105469,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7838.jpeg
1601,0,0.149414,0.767578,0.068359 ,0.101562,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7838.jpeg
1602,0,0.953125,0.086914,0.093750 ,0.169922,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7838.jpeg
1603,1,0.514648,0.542969,0.806641 ,0.457031,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7839.jpeg
1604,1,0.498047,0.461914,0.472656 ,0.607422,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_784.jpeg
1605,1,0.257812,0.562500,0.496094 ,0.269531,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7842.jpeg
1606,1,0.375000,0.171875,0.496094 ,0.300781,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7842.jpeg
1607,1,0.814453,0.458008,0.214844 ,0.205078,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7842.jpeg
1608,1,0.883789,0.122070,0.232422 ,0.232422,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7842.jpeg
1609,1,0.514648,0.474609,0.677734 ,0.531250,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7844.jpeg
1610,1,0.885742,0.764648,0.228516 ,0.287109,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7844.jpeg
1611,1,0.534180,0.500977,0.693359 ,0.501953,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7856.jpeg
1612,1,0.510742,0.613281,0.669922 ,0.683594,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7865.jpeg
1613,0,0.534180,0.488281,0.900391 ,0.882812,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7866.jpeg
1614,1,0.635742,0.731445,0.728516 ,0.517578,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7868.jpeg
1615,1,0.589844,0.294922,0.820312 ,0.585938,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7869.jpeg
1616,0,0.512695,0.476562,0.830078 ,0.941406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_787.jpeg
1617,1,0.563477,0.612305,0.556641 ,0.392578,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7877.jpeg
1618,0,0.498047,0.500977,0.929688 ,0.888672,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7878.jpeg
1619,0,0.523438,0.510742,0.945312 ,0.861328,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7888.jpeg
1620,0,0.493164,0.485352,0.982422 ,0.966797,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_789.jpeg
1621,1,0.527344,0.559570,0.667969 ,0.462891,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7901.jpeg
1622,0,0.512695,0.541016,0.818359 ,0.691406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7925.jpeg
1623,1,0.404297,0.674805,0.761719 ,0.599609,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7939.jpeg
1624,1,0.551758,0.483398,0.193359 ,0.291016,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7942.jpeg
1625,1,0.146484,0.659180,0.277344 ,0.361328,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7942.jpeg
1626,0,0.483398,0.503906,0.841797 ,0.992188,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7943.jpeg
1627,1,0.459961,0.549805,0.798828 ,0.728516,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7958.jpeg
1628,1,0.662109,0.127930,0.675781 ,0.236328,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7958.jpeg
1629,0,0.510742,0.489258,0.958984 ,0.888672,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7959.jpeg
1630,0,0.733398,0.505859,0.533203 ,0.578125,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7963.jpeg
1631,0,0.242188,0.451172,0.445312 ,0.554688,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7963.jpeg
1632,1,0.629883,0.516602,0.533203 ,0.568359,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7977.jpeg
1633,0,0.572266,0.486328,0.679688 ,0.648438,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7985.jpeg
1634,0,0.763672,0.325195,0.421875 ,0.556641,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7989.jpeg
1635,0,0.463867,0.609375,0.869141 ,0.781250,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_7997.jpeg
1636,0,0.536133,0.539062,0.912109 ,0.914062,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8007.jpeg
1637,1,0.530273,0.413086,0.685547 ,0.685547,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8008.jpeg
1638,1,0.522461,0.454102,0.576172 ,0.634766,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8023.jpeg
1639,0,0.608398,0.626953,0.783203 ,0.644531,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8029.jpeg
1640,0,0.353516,0.240234,0.687500 ,0.472656,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8029.jpeg
1641,0,0.491211,0.523438,0.919922 ,0.597656,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8034.jpeg
1642,0,0.645508,0.152344,0.607422 ,0.296875,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8034.jpeg
1643,0,0.567383,0.313477,0.126953 ,0.142578,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8044.jpeg
1644,0,0.440430,0.441406,0.095703 ,0.082031,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8044.jpeg
1645,0,0.324219,0.279297,0.089844 ,0.109375,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8044.jpeg
1646,0,0.239258,0.591797,0.111328 ,0.207031,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8044.jpeg
1647,0,0.554688,0.648438,0.156250 ,0.183594,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8044.jpeg
1648,0,0.611328,0.554688,0.117188 ,0.230469,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8044.jpeg
1649,0,0.780273,0.610352,0.177734 ,0.162109,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8044.jpeg
1650,0,0.635742,0.864258,0.146484 ,0.193359,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8044.jpeg
1651,0,0.830078,0.849609,0.140625 ,0.183594,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8044.jpeg
1652,1,0.477539,0.499023,0.595703 ,0.369141,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8046.jpeg
1653,0,0.497070,0.541992,0.701172 ,0.650391,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8058.jpeg
1654,1,0.528320,0.495117,0.591797 ,0.513672,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8062.jpeg
1655,1,0.498047,0.576172,0.851562 ,0.550781,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8072.jpeg
1656,1,0.473633,0.474609,0.673828 ,0.488281,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8073.jpeg
1657,1,0.450195,0.566406,0.701172 ,0.621094,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_808.jpeg
1658,0,0.515625,0.530273,0.710938 ,0.580078,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8085.jpeg
1659,0,0.502930,0.475586,0.787109 ,0.814453,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8094.jpeg
1660,1,0.523438,0.489258,0.878906 ,0.646484,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8095.jpeg
1661,0,0.440430,0.454102,0.779297 ,0.361328,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_81.jpeg
1662,0,0.504883,0.541992,0.939453 ,0.646484,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8104.jpeg
1663,1,0.500000,0.618164,0.917969 ,0.669922,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8105.jpeg
1664,1,0.465820,0.525391,0.732422 ,0.566406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8107.jpeg
1665,1,0.499023,0.514648,0.666016 ,0.427734,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8108.jpeg
1666,0,0.542969,0.590820,0.882812 ,0.818359,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8121.jpeg
1667,1,0.503906,0.497070,0.539062 ,0.544922,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8126.jpeg
1668,1,0.473633,0.504883,0.595703 ,0.447266,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8140.jpeg
1669,0,0.475586,0.536133,0.845703 ,0.873047,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8141.jpeg
1670,1,0.547852,0.548828,0.810547 ,0.828125,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8143.jpeg
1671,0,0.500000,0.515625,0.933594 ,0.578125,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8146.jpeg
1672,0,0.641602,0.147461,0.611328 ,0.291016,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8146.jpeg
1673,0,0.389648,0.396484,0.689453 ,0.769531,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_815.jpeg
1674,0,0.764648,0.680664,0.466797 ,0.630859,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_815.jpeg
1675,0,0.459961,0.582031,0.802734 ,0.832031,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8157.jpeg
1676,0,0.622070,0.494141,0.369141 ,0.558594,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8161.jpeg
1677,1,0.425781,0.559570,0.789062 ,0.880859,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8163.jpeg
1678,1,0.449219,0.471680,0.375000 ,0.564453,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8165.jpeg
1679,1,0.489258,0.477539,0.267578 ,0.279297,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8168.jpeg
1680,1,0.260742,0.806641,0.373047 ,0.324219,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8168.jpeg
1681,0,0.536133,0.490234,0.787109 ,0.832031,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8183.jpeg
1682,0,0.571289,0.437500,0.720703 ,0.828125,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8184.jpeg
1683,0,0.747070,0.243164,0.505859 ,0.462891,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8184.jpeg
1684,0,0.518555,0.512695,0.947266 ,0.744141,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8195.jpeg
1685,1,0.465820,0.565430,0.650391 ,0.658203,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_82.jpeg
1686,1,0.597656,0.066406,0.156250 ,0.121094,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_82.jpeg
1687,1,0.791992,0.065430,0.173828 ,0.119141,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_82.jpeg
1688,1,0.386719,0.064453,0.160156 ,0.109375,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_82.jpeg
1689,1,0.079102,0.254883,0.103516 ,0.087891,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_82.jpeg
1690,1,0.907227,0.523438,0.185547 ,0.203125,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_82.jpeg
1691,0,0.545898,0.448242,0.884766 ,0.583984,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8209.jpeg
1692,0,0.406250,0.429688,0.808594 ,0.855469,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8225.jpeg
1693,1,0.540039,0.378906,0.466797 ,0.347656,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_823.jpeg
1694,1,0.069336,0.929688,0.134766 ,0.140625,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_823.jpeg
1695,1,0.172852,0.058594,0.205078 ,0.113281,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_823.jpeg
1696,0,0.500977,0.486328,0.998047 ,0.847656,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8246.jpeg
1697,1,0.580078,0.441406,0.421875 ,0.292969,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8252.jpeg
1698,1,0.436523,0.483398,0.865234 ,0.744141,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8262.jpeg
1699,0,0.518555,0.561523,0.962891 ,0.779297,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8265.jpeg
1700,1,0.730469,0.431641,0.296875 ,0.476562,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8267.jpeg
1701,1,0.246094,0.539062,0.214844 ,0.316406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8267.jpeg
1702,1,0.505859,0.620117,0.632812 ,0.705078,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8269.jpeg
1703,1,0.489258,0.428711,0.466797 ,0.626953,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8297.jpeg
1704,0,0.500977,0.497070,0.998047 ,0.990234,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_830.jpeg
1705,0,0.510742,0.557617,0.900391 ,0.748047,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8305.jpeg
1706,0,0.504883,0.526367,0.990234 ,0.888672,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8315.jpeg
1707,1,0.617188,0.443359,0.660156 ,0.445312,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8322.jpeg
1708,1,0.485352,0.549805,0.697266 ,0.462891,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8330.jpeg
1709,1,0.150391,0.193359,0.265625 ,0.238281,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8330.jpeg
1710,0,0.504883,0.493164,0.759766 ,0.775391,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8338.jpeg
1711,0,0.520508,0.497070,0.732422 ,0.935547,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8341.jpeg
1712,0,0.535156,0.528320,0.746094 ,0.888672,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8357.jpeg
1713,0,0.526367,0.404297,0.482422 ,0.476562,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8358.jpeg
1714,0,0.493164,0.454102,0.876953 ,0.810547,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_838.jpeg
1715,0,0.176758,0.297852,0.275391 ,0.228516,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_838.jpeg
1716,0,0.493164,0.417969,0.708984 ,0.562500,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8388.jpeg
1717,0,0.500977,0.479492,0.724609 ,0.607422,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_839.jpeg
1718,1,0.517578,0.514648,0.601562 ,0.548828,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8393.jpeg
1719,1,0.500977,0.545898,0.998047 ,0.892578,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_84.jpeg
1720,0,0.472656,0.473633,0.941406 ,0.939453,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_840.jpeg
1721,0,0.553711,0.538086,0.892578 ,0.896484,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8405.jpeg
1722,1,0.481445,0.482422,0.689453 ,0.460938,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8409.jpeg
1723,1,0.462891,0.462891,0.394531 ,0.296875,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8413.jpeg
1724,1,0.451172,0.494141,0.449219 ,0.515625,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8417.jpeg
1725,0,0.563477,0.558594,0.794922 ,0.773438,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8421.jpeg
1726,0,0.548828,0.531250,0.902344 ,0.492188,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8422.jpeg
1727,0,0.511719,0.487305,0.953125 ,0.904297,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8440.jpeg
1728,1,0.556641,0.554688,0.433594 ,0.429688,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8445.jpeg
1729,0,0.485352,0.525391,0.853516 ,0.539062,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8463.jpeg
1730,0,0.440430,0.567383,0.724609 ,0.693359,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8478.jpeg
1731,0,0.445312,0.531250,0.785156 ,0.753906,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8482.jpeg
1732,0,0.536133,0.417969,0.927734 ,0.816406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8485.jpeg
1733,0,0.533203,0.500977,0.902344 ,0.998047,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8489.jpeg
1734,0,0.465820,0.402344,0.583984 ,0.265625,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8490.jpeg
1735,0,0.460938,0.484375,0.750000 ,0.773438,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8493.jpeg
1736,1,0.485352,0.461914,0.287109 ,0.255859,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8496.jpeg
1737,1,0.193359,0.806641,0.335938 ,0.328125,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8496.jpeg
1738,1,0.397461,0.558594,0.693359 ,0.437500,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8516.jpeg
1739,1,0.569336,0.448242,0.564453 ,0.458984,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8518.jpeg
1740,1,0.368164,0.625977,0.646484 ,0.732422,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8546.jpeg
1741,0,0.432617,0.562500,0.857422 ,0.691406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8556.jpeg
1742,0,0.500977,0.446289,0.998047 ,0.646484,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8565.jpeg
1743,0,0.666016,0.858398,0.531250 ,0.283203,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8565.jpeg
1744,0,0.449219,0.481445,0.882812 ,0.935547,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8572.jpeg
1745,0,0.569336,0.548828,0.751953 ,0.761719,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8574.jpeg
1746,0,0.494141,0.535156,0.671875 ,0.492188,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8583.jpeg
1747,1,0.298828,0.270508,0.382812 ,0.404297,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8585.jpeg
1748,1,0.894531,0.355469,0.183594 ,0.222656,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8585.jpeg
1749,1,0.089844,0.662109,0.164062 ,0.363281,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8585.jpeg
1750,1,0.532227,0.583984,0.673828 ,0.550781,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8595.jpeg
1751,0,0.486328,0.513672,0.949219 ,0.953125,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8599.jpeg
1752,0,0.504883,0.495117,0.947266 ,0.904297,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8609.jpeg
1753,1,0.560547,0.630859,0.406250 ,0.406250,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8618.jpeg
1754,1,0.496094,0.548828,0.417969 ,0.417969,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8620.jpeg
1755,1,0.463867,0.553711,0.447266 ,0.447266,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8623.jpeg
1756,0,0.543945,0.493164,0.857422 ,0.935547,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8634.jpeg
1757,1,0.451172,0.468750,0.730469 ,0.496094,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8636.jpeg
1758,0,0.517578,0.400391,0.878906 ,0.789062,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_864.jpeg
1759,1,0.448242,0.517578,0.833984 ,0.589844,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8642.jpeg
1760,1,0.497070,0.552734,0.658203 ,0.441406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8654.jpeg
1761,1,0.570312,0.516602,0.714844 ,0.560547,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8655.jpeg
1762,0,0.524414,0.478516,0.806641 ,0.921875,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_866.jpeg
1763,1,0.541016,0.537109,0.804688 ,0.796875,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8663.jpeg
1764,1,0.509766,0.480469,0.789062 ,0.667969,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8671.jpeg
1765,1,0.510742,0.404297,0.630859 ,0.738281,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8675.jpeg
1766,0,0.527344,0.478516,0.781250 ,0.816406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8682.jpeg
1767,0,0.509766,0.494141,0.828125 ,0.792969,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8689.jpeg
1768,1,0.487305,0.462891,0.275391 ,0.226562,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8698.jpeg
1769,1,0.219727,0.756836,0.353516 ,0.353516,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8698.jpeg
1770,0,0.527344,0.491211,0.683594 ,0.587891,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8700.jpeg
1771,1,0.478516,0.376953,0.710938 ,0.558594,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8702.jpeg
1772,0,0.447266,0.585938,0.753906 ,0.828125,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8704.jpeg
1773,0,0.671875,0.200195,0.410156 ,0.384766,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8704.jpeg
1774,1,0.500000,0.449219,0.472656 ,0.636719,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8708.jpeg
1775,1,0.494141,0.587891,0.500000 ,0.472656,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_871.jpeg
1776,1,0.241211,0.345703,0.255859 ,0.183594,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_871.jpeg
1777,1,0.607422,0.573242,0.601562 ,0.564453,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8733.jpeg
1778,0,0.466797,0.529297,0.804688 ,0.621094,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8741.jpeg
1779,1,0.414062,0.589844,0.410156 ,0.597656,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8746.jpeg
1780,1,0.833984,0.506836,0.261719 ,0.861328,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_8746.jpeg
